DICDNet Image Quality Evaluation by Metal Size
Date: 2025-05-12 13:01:05
Results Directory: /home/mcosta/PycharmProjects/DICDNet/DICDNet/save_results
Model Evaluated: DICDNet
Total GT files found: 2000
Total files processed and metrics collected: 2000

--- Metrics by Metal Size Group (mean ± std) ---
Group Label                   Count           PSNR(img)             SSIM(img)            PSNR(hu)              SSIM(hu)
-----------------------------------------------------------------------------------------------------------------------
Large       ({1338, 3119}px)    400       35.55 ± 3.49         0.9770 ± 0.0054       27.34 ± 1.51         0.9432 ± 0.0132
Large-Med   ({688, 1329}px)     400       38.48 ± 3.28         0.9848 ± 0.0033       30.30 ± 1.94         0.9624 ± 0.0093
Medium      ({182, 371}px)      400       42.10 ± 3.67         0.9896 ± 0.0021       33.11 ± 1.70         0.9700 ± 0.0066
Med-Small   ({171, 180}px)      400       44.74 ± 2.75         0.9914 ± 0.0021       35.49 ± 2.15         0.9736 ± 0.0073
Small       ({54, 84}px)        400       45.35 ± 2.26         0.9919 ± 0.0016       35.98 ± 1.32         0.9746 ± 0.0064
-----------------------------------------------------------------------------------------------------------------------

--- Overall Summary (mean ± std across all processed files) ---
PSNR(img): 41.25 ± 4.88 (from 2000 images)
SSIM(img): 0.9869 ± 0.0064
PSNR(hu):  32.44 ± 3.69
SSIM(hu):  0.9648 ± 0.0146

--- Individual File Metrics Log ---
Filename            Prefix     MaskIdx  MaskArea   Group   PSNR(img)   SSIM(img)    PSNR(hu)    SSIM(hu)
263_gt_image.png    263              2       688      G4       37.24      0.9853       28.79      0.9616
264_gt_image.png    264              3        84      G1       47.02      0.9930       35.07      0.9734
265_gt_image.png    265              4       171      G2       48.61      0.9948       37.07      0.9801
266_gt_image.png    266              5        54      G1       48.66      0.9947       37.37      0.9805
267_gt_image.png    267              6      1329      G4       37.03      0.9864       28.77      0.9668
268_gt_image.png    268              7      3119      G5       34.78      0.9777       25.02      0.9336
269_gt_image.png    269              8       182      G3       46.63      0.9924       34.53      0.9735
270_gt_image.png    270              9       180      G2       44.09      0.9917       33.00      0.9708
271_gt_image.png    271              0       371      G3       43.02      0.9904       34.39      0.9626
272_gt_image.png    272              1      1338      G5       39.42      0.9847       28.42      0.9373
273_gt_image.png    273              2       688      G4       42.53      0.9877       31.10      0.9498
274_gt_image.png    274              3        84      G1       42.86      0.9883       34.86      0.9637
275_gt_image.png    275              4       171      G2       45.49      0.9905       35.74      0.9715
276_gt_image.png    276              5        54      G1       44.60      0.9918       35.35      0.9704
277_gt_image.png    277              6      1329      G4       37.21      0.9815       29.88      0.9532
278_gt_image.png    278              7      3119      G5       31.87      0.9701       25.84      0.9218
279_gt_image.png    279              8       182      G3       43.97      0.9885       33.84      0.9611
280_gt_image.png    280              9       180      G2       44.21      0.9877       34.30      0.9638
281_gt_image.png    281              0       371      G3       42.70      0.9878       33.24      0.9680
282_gt_image.png    282              1      1338      G5       37.27      0.9769       27.75      0.9459
283_gt_image.png    283              2       688      G4       37.24      0.9821       27.91      0.9555
284_gt_image.png    284              3        84      G1       44.64      0.9893       34.22      0.9725
285_gt_image.png    285              4       171      G2       47.01      0.9890       36.10      0.9769
286_gt_image.png    286              5        54      G1       46.67      0.9924       36.47      0.9774
287_gt_image.png    287              6      1329      G4       37.51      0.9800       29.83      0.9591
288_gt_image.png    288              7      3119      G5       35.77      0.9716       28.07      0.9355
289_gt_image.png    289              8       182      G3       44.27      0.9873       33.61      0.9696
290_gt_image.png    290              9       180      G2       43.21      0.9855       32.61      0.9665
291_gt_image.png    291              0       371      G3       40.54      0.9874       32.88      0.9685
292_gt_image.png    292              1      1338      G5       36.08      0.9787       26.66      0.9480
293_gt_image.png    293              2       688      G4       34.91      0.9820       28.47      0.9584
294_gt_image.png    294              3        84      G1       45.53      0.9899       36.42      0.9723
295_gt_image.png    295              4       171      G2       46.56      0.9918       37.52      0.9766
296_gt_image.png    296              5        54      G1       46.20      0.9914       35.68      0.9741
297_gt_image.png    297              6      1329      G4       41.29      0.9855       34.45      0.9700
298_gt_image.png    298              7      3119      G5       38.63      0.9761       30.60      0.9535
299_gt_image.png    299              8       182      G3       44.44      0.9899       34.42      0.9704
300_gt_image.png    300              9       180      G2       44.26      0.9897       34.31      0.9704
301_gt_image.png    301              0       371      G3       40.33      0.9880       33.16      0.9695
302_gt_image.png    302              1      1338      G5       33.83      0.9781       25.98      0.9458
303_gt_image.png    303              2       688      G4       35.52      0.9818       28.43      0.9578
304_gt_image.png    304              3        84      G1       42.78      0.9905       35.87      0.9709
305_gt_image.png    305              4       171      G2       45.09      0.9908       38.16      0.9768
306_gt_image.png    306              5        54      G1       44.26      0.9917       36.39      0.9733
307_gt_image.png    307              6      1329      G4       40.45      0.9843       34.16      0.9689
308_gt_image.png    308              7      3119      G5       34.82      0.9701       26.88      0.9463
309_gt_image.png    309              8       182      G3       42.80      0.9906       35.75      0.9705
310_gt_image.png    310              9       180      G2       42.70      0.9896       34.62      0.9687
311_gt_image.png    311              0       371      G3       39.60      0.9872       32.88      0.9679
312_gt_image.png    312              1      1338      G5       34.39      0.9776       26.29      0.9474
313_gt_image.png    313              2       688      G4       35.73      0.9827       29.09      0.9573
314_gt_image.png    314              3        84      G1       43.79      0.9897       35.97      0.9724
315_gt_image.png    315              4       171      G2       46.56      0.9913       38.22      0.9774
316_gt_image.png    316              5        54      G1       46.55      0.9914       36.08      0.9736
317_gt_image.png    317              6      1329      G4       41.16      0.9843       34.58      0.9703
318_gt_image.png    318              7      3119      G5       37.85      0.9737       29.91      0.9527
319_gt_image.png    319              8       182      G3       45.77      0.9904       35.52      0.9712
320_gt_image.png    320              9       180      G2       44.52      0.9895       34.12      0.9702
321_gt_image.png    321              0       371      G3       41.59      0.9887       34.52      0.9706
322_gt_image.png    322              1      1338      G5       35.73      0.9793       25.82      0.9489
323_gt_image.png    323              2       688      G4       34.63      0.9819       27.43      0.9556
324_gt_image.png    324              3        84      G1       44.78      0.9902       35.87      0.9700
325_gt_image.png    325              4       171      G2       41.82      0.9914       34.66      0.9740
326_gt_image.png    326              5        54      G1       45.79      0.9916       36.96      0.9753
327_gt_image.png    327              6      1329      G4       33.82      0.9825       30.51      0.9634
328_gt_image.png    328              7      3119      G5       33.66      0.9744       30.12      0.9497
329_gt_image.png    329              8       182      G3       42.26      0.9895       33.29      0.9690
330_gt_image.png    330              9       180      G2       41.31      0.9882       32.45      0.9666
331_gt_image.png    331              0       371      G3       44.44      0.9910       34.26      0.9700
332_gt_image.png    332              1      1338      G5       35.97      0.9802       26.97      0.9483
333_gt_image.png    333              2       688      G4       34.39      0.9831       27.77      0.9566
334_gt_image.png    334              3        84      G1       45.35      0.9915       34.84      0.9695
335_gt_image.png    335              4       171      G2       46.70      0.9930       36.12      0.9741
336_gt_image.png    336              5        54      G1       46.37      0.9930       36.52      0.9759
337_gt_image.png    337              6      1329      G4       37.02      0.9852       30.95      0.9631
338_gt_image.png    338              7      3119      G5       33.29      0.9748       29.07      0.9409
339_gt_image.png    339              8       182      G3       44.40      0.9904       33.55      0.9683
340_gt_image.png    340              9       180      G2       44.37      0.9901       32.43      0.9668
341_gt_image.png    341              0       371      G3       43.38      0.9903       34.52      0.9710
342_gt_image.png    342              1      1338      G5       35.54      0.9804       26.29      0.9511
343_gt_image.png    343              2       688      G4       33.26      0.9817       26.49      0.9555
344_gt_image.png    344              3        84      G1       44.53      0.9915       35.26      0.9702
345_gt_image.png    345              4       171      G2       44.55      0.9930       36.02      0.9736
346_gt_image.png    346              5        54      G1       43.84      0.9927       36.58      0.9754
347_gt_image.png    347              6      1329      G4       34.95      0.9835       30.27      0.9634
348_gt_image.png    348              7      3119      G5       34.53      0.9748       28.99      0.9471
349_gt_image.png    349              8       182      G3       43.88      0.9909       32.92      0.9677
350_gt_image.png    350              9       180      G2       40.61      0.9890       31.23      0.9658
351_gt_image.png    351              0       371      G3       43.86      0.9893       34.06      0.9696
352_gt_image.png    352              1      1338      G5       35.77      0.9795       26.03      0.9483
353_gt_image.png    353              2       688      G4       35.60      0.9832       28.71      0.9570
354_gt_image.png    354              3        84      G1       45.00      0.9905       36.02      0.9718
355_gt_image.png    355              4       171      G2       43.31      0.9919       36.88      0.9754
356_gt_image.png    356              5        54      G1       44.80      0.9917       35.81      0.9739
357_gt_image.png    357              6      1329      G4       37.87      0.9847       34.06      0.9673
358_gt_image.png    358              7      3119      G5       36.93      0.9763       31.42      0.9521
359_gt_image.png    359              8       182      G3       44.60      0.9906       34.44      0.9712
360_gt_image.png    360              9       180      G2       42.61      0.9890       34.07      0.9686
361_gt_image.png    361              0       371      G3       32.41      0.9850       31.04      0.9743
362_gt_image.png    362              1      1338      G5       33.62      0.9732       27.32      0.9533
363_gt_image.png    363              2       688      G4       30.93      0.9805       30.27      0.9685
364_gt_image.png    364              3        84      G1       42.24      0.9902       36.61      0.9790
365_gt_image.png    365              4       171      G2       39.35      0.9915       36.11      0.9810
366_gt_image.png    366              5        54      G1       44.82      0.9922       38.58      0.9821
367_gt_image.png    367              6      1329      G4       40.10      0.9841       34.21      0.9781
368_gt_image.png    368              7      3119      G5       29.43      0.9679       27.42      0.9514
369_gt_image.png    369              8       182      G3       43.34      0.9906       35.87      0.9786
370_gt_image.png    370              9       180      G2       42.51      0.9895       33.58      0.9759
371_gt_image.png    371              0       371      G3       25.83      0.9819       32.47      0.9727
372_gt_image.png    372              1      1338      G5       25.39      0.9732       26.58      0.9505
373_gt_image.png    373              2       688      G4       33.11      0.9841       28.97      0.9614
374_gt_image.png    374              3        84      G1       43.92      0.9936       39.52      0.9771
375_gt_image.png    375              4       171      G2       41.65      0.9939       40.49      0.9818
376_gt_image.png    376              5        54      G1       46.16      0.9937       38.87      0.9773
377_gt_image.png    377              6      1329      G4       42.73      0.9894       30.76      0.9674
378_gt_image.png    378              7      3119      G5       41.01      0.9828       29.03      0.9462
379_gt_image.png    379              8       182      G3       45.39      0.9927       37.60      0.9734
380_gt_image.png    380              9       180      G2       44.93      0.9935       38.71      0.9754
381_gt_image.png    381              0       371      G3       38.10      0.9856       31.73      0.9625
382_gt_image.png    382              1      1338      G5       31.55      0.9742       26.82      0.9407
383_gt_image.png    383              2       688      G4       33.65      0.9783       27.08      0.9476
384_gt_image.png    384              3        84      G1       39.76      0.9882       35.44      0.9665
385_gt_image.png    385              4       171      G2       42.46      0.9899       36.94      0.9748
386_gt_image.png    386              5        54      G1       39.13      0.9899       36.70      0.9693
387_gt_image.png    387              6      1329      G4       36.88      0.9731       32.89      0.9626
388_gt_image.png    388              7      3119      G5       32.46      0.9546       29.21      0.9410
389_gt_image.png    389              8       182      G3       41.40      0.9888       34.90      0.9640
390_gt_image.png    390              9       180      G2       38.82      0.9870       33.97      0.9614
391_gt_image.png    391              0       371      G3       42.28      0.9876       30.11      0.9609
392_gt_image.png    392              1      1338      G5       35.34      0.9756       25.43      0.9308
393_gt_image.png    393              2       688      G4       37.64      0.9817       27.65      0.9486
394_gt_image.png    394              3        84      G1       44.80      0.9890       32.95      0.9628
395_gt_image.png    395              4       171      G2       46.44      0.9901       34.36      0.9656
396_gt_image.png    396              5        54      G1       46.82      0.9913       34.99      0.9681
397_gt_image.png    397              6      1329      G4       44.25      0.9859       33.19      0.9611
398_gt_image.png    398              7      3119      G5       33.47      0.9717       25.70      0.9250
399_gt_image.png    399              8       182      G3       44.37      0.9875       32.39      0.9607
400_gt_image.png    400              9       180      G2       43.73      0.9867       31.25      0.9569
401_gt_image.png    401              0       371      G3       41.30      0.9880       30.49      0.9692
402_gt_image.png    402              1      1338      G5       35.40      0.9750       26.64      0.9482
403_gt_image.png    403              2       688      G4       37.73      0.9813       28.68      0.9599
404_gt_image.png    404              3        84      G1       43.84      0.9899       36.51      0.9755
405_gt_image.png    405              4       171      G2       43.61      0.9912       37.75      0.9794
406_gt_image.png    406              5        54      G1       46.74      0.9918       36.85      0.9764
407_gt_image.png    407              6      1329      G4       40.73      0.9852       35.96      0.9743
408_gt_image.png    408              7      3119      G5       37.77      0.9739       31.68      0.9584
409_gt_image.png    409              8       182      G3       45.01      0.9908       35.79      0.9730
410_gt_image.png    410              9       180      G2       45.03      0.9902       35.45      0.9727
411_gt_image.png    411              0       371      G3       40.42      0.9866       31.76      0.9597
412_gt_image.png    412              1      1338      G5       33.42      0.9745       26.68      0.9301
413_gt_image.png    413              2       688      G4       38.74      0.9826       29.11      0.9464
414_gt_image.png    414              3        84      G1       47.12      0.9909       37.54      0.9650
415_gt_image.png    415              4       171      G2       44.93      0.9915       38.51      0.9713
416_gt_image.png    416              5        54      G1       47.41      0.9907       36.27      0.9648
417_gt_image.png    417              6      1329      G4       36.61      0.9856       30.08      0.9514
418_gt_image.png    418              7      3119      G5       35.93      0.9772       28.49      0.9216
419_gt_image.png    419              8       182      G3       44.21      0.9897       35.98      0.9600
420_gt_image.png    420              9       180      G2       46.75      0.9903       36.57      0.9606
421_gt_image.png    421              0       371      G3       33.17      0.9876       31.81      0.9590
422_gt_image.png    422              1      1338      G5       38.69      0.9812       27.27      0.9285
423_gt_image.png    423              2       688      G4       42.04      0.9868       30.83      0.9484
424_gt_image.png    424              3        84      G1       43.68      0.9920       36.84      0.9651
425_gt_image.png    425              4       171      G2       44.54      0.9930       38.29      0.9700
426_gt_image.png    426              5        54      G1       45.92      0.9924       37.00      0.9672
427_gt_image.png    427              6      1329      G4       37.68      0.9854       28.34      0.9463
